timestamp,source_ip,destination_ip,protocol,port,bytes_transferred
2024-07-10 00:41:41.620400,95.148.51.182,211.1.189.174,FTP,702,922.57
2024-07-10 03:20:19.620400,161.76.164.28,52.135.97.233,TCP,62446,1427.16
2024-07-09 20:39:56.620400,221.202.190.142,28.83.213.52,SMTP,3668,64.9
2024-07-09 23:23:34.620400,37.194.225.31,142.112.26.18,SMTP,42608,352.17
2024-07-10 00:28:23.620400,40.181.68.185,98.16.174.58,SMTP,55482,530.02
2024-07-10 07:12:01.620400,171.89.33.63,216.66.234.222,SMTP,28502,138.83
2024-07-10 02:08:49.620400,109.189.131.115,104.168.163.186,HTTPS,61966,1047.95
2024-07-10 07:03:26.620400,160.102.133.239,76.64.244.151,HTTP,2942,3293.14
2024-07-09 23:05:00.620400,19.24.227.149,164.98.138.15,UDP,43905,967.43
2024-07-10 07:37:14.620400,174.69.125.194,6.246.55.209,UDP,25782,1371.2
2024-07-09 20:32:51.620400,13.180.122.214,35.105.92.52,SSH,34011,74.24
2024-07-09 10:11:07.620400,59.66.49.226,82.142.41.248,UDP,31338,1752.3
2024-07-09 19:28:03.620400,142.107.75.17,8.17.195.0,FTP,33035,50.31
2024-07-10 00:34:47.620400,109.103.253.30,109.39.169.98,TCP,33221,526.06
2024-07-09 17:21:52.620400,149.101.25.13,57.81.71.125,FTP,25508,24.57
2024-07-09 21:53:47.620400,111.74.129.174,150.176.87.135,SSH,35176,289.38
2024-07-10 07:26:53.620400,194.222.96.0,49.109.253.195,SMTP,20028,182.82
2024-07-09 16:51:17.620400,101.68.252.48,91.181.124.32,FTP,2741,297.79
2024-07-10 08:35:28.620400,18.191.81.57,153.182.133.221,HTTP,62849,3132.32
2024-07-10 05:13:31.620400,113.59.137.86,71.105.163.200,HTTPS,16125,3157.91
2024-07-10 08:10:05.620400,103.16.166.120,176.238.128.134,DNS,26774,1963.74
2024-07-09 23:57:57.620400,48.28.159.109,76.159.231.69,SSH,43425,1013.21
2024-07-10 07:26:26.620400,176.161.158.94,158.231.42.79,TCP,43116,826.71
2024-07-10 07:47:48.620400,137.9.139.120,123.1.201.164,TCP,56802,2103.62
2024-07-09 21:51:36.620400,12.53.159.186,52.93.30.44,SMTP,53268,137.32
2024-07-09 09:47:32.620400,138.135.53.221,63.0.72.199,SMTP,58623,1886.97
2024-07-10 07:29:20.620400,161.94.6.30,213.211.153.33,UDP,25851,2331.19
2024-07-09 13:38:30.620400,198.65.163.111,165.22.29.252,UDP,64093,168.02
2024-07-09 23:54:01.620400,51.56.51.198,103.61.123.138,SMTP,18386,108.71
2024-07-09 22:51:09.620400,135.196.56.237,6.173.203.77,TCP,28542,128.21
2024-07-09 12:07:18.620400,189.94.228.81,70.245.245.135,SSH,63812,254.07
2024-07-09 16:40:57.620400,102.189.203.8,133.242.1.89,UDP,23395,140.59
2024-07-10 08:34:01.620400,133.172.101.29,104.49.34.90,UDP,37560,2487.38
2024-07-09 09:51:55.620400,195.145.21.76,117.206.140.120,HTTP,44014,3630.93
2024-07-10 06:07:32.620400,187.178.105.188,82.182.91.52,UDP,22920,2582.81
2024-07-09 23:28:49.620400,212.25.247.126,135.248.209.115,DNS,56495,442.38
2024-07-10 01:01:25.620400,151.220.229.187,175.217.156.100,DNS,54994,233.99
2024-07-09 23:58:33.620400,8.171.86.145,135.153.24.133,SMTP,27990,97.47
2024-07-10 06:01:04.620400,206.136.171.246,10.100.145.207,TCP,1941,664.79
2024-07-09 23:59:11.620400,163.226.159.222,170.55.211.101,TCP,33678,354.01
2024-07-09 23:48:59.620400,205.234.206.207,191.65.155.85,FTP,7307,1319.69
2024-07-10 08:44:33.620400,62.152.10.84,218.101.237.107,FTP,60905,1667.84
2024-07-10 04:02:44.620400,144.53.161.18,83.148.181.46,UDP,10659,587.68
2024-07-10 05:26:07.620400,87.164.171.66,187.188.102.193,DNS,58451,2434.24
2024-07-09 19:56:59.620400,13.49.47.148,10.52.38.72,DNS,48839,22.16
2024-07-09 18:57:01.620400,193.30.81.31,212.232.70.150,FTP,49992,0.0
2024-07-10 04:47:19.620400,31.68.253.27,142.167.31.134,DNS,54480,2712.34
2024-07-09 17:01:36.620400,78.143.81.18,34.228.2.24,TCP,55813,10.71
2024-07-09 12:40:09.620400,157.87.61.165,196.21.172.230,HTTPS,16995,1499.47
2024-07-10 05:00:31.620400,220.151.191.209,125.80.7.153,SSH,48063,2057.5
2024-07-09 09:59:05.620400,39.156.179.248,160.216.39.158,SSH,14710,2231.39
2024-07-10 03:45:25.620400,20.224.44.243,76.58.78.187,DNS,25958,2530.93
2024-07-09 10:45:44.620400,102.22.232.26,1.188.201.157,DNS,29152,668.22
2024-07-10 05:44:47.620400,76.102.241.58,86.168.166.201,HTTP,14094,778.3
2024-07-09 21:23:46.620400,201.137.219.190,59.38.55.59,SSH,57407,287.61
2024-07-09 16:48:54.620400,173.20.50.254,169.170.195.171,FTP,44163,188.7
2024-07-09 16:12:11.620400,66.53.156.137,153.203.178.123,DNS,28377,199.58
2024-07-10 04:54:37.620400,6.223.112.252,73.55.118.153,SMTP,46503,586.8
2024-07-10 00:35:59.620400,31.200.119.97,129.65.217.101,TCP,36966,1402.96
2024-07-09 23:14:22.620400,78.84.107.102,216.205.97.110,TCP,5259,685.34
2024-07-09 10:10:00.620400,120.120.127.214,20.146.53.123,SMTP,33998,1485.74
2024-07-09 11:42:49.620400,95.187.158.235,96.47.45.98,DNS,10073,400.15
2024-07-10 04:19:00.620400,199.131.169.43,197.184.46.99,HTTP,3194,3844.78
2024-07-10 00:39:01.620400,43.154.218.186,47.154.249.216,SMTP,33819,1187.64
2024-07-10 01:15:59.620400,222.128.99.81,58.187.45.120,UDP,59386,1522.93
2024-07-09 09:18:55.620400,58.209.183.197,58.85.48.219,UDP,16526,1084.6
2024-07-09 20:31:40.620400,140.248.119.239,171.39.253.148,UDP,6385,95.18
2024-07-10 06:53:29.620400,70.153.254.2,175.76.178.91,UDP,24382,1188.88
2024-07-10 08:32:48.620400,44.77.38.32,91.14.105.93,SSH,40044,1471.25
2024-07-09 09:40:45.620400,76.141.138.93,32.208.106.156,FTP,57909,3505.07
2024-07-09 23:45:22.620400,147.240.157.106,17.223.201.252,UDP,20571,1101.01
2024-07-09 23:49:04.620400,178.110.251.185,191.123.248.103,SSH,45020,1065.77
2024-07-09 17:24:46.620400,157.212.178.33,171.165.72.242,SSH,42899,29.4
2024-07-09 17:27:15.620400,70.34.107.156,210.114.246.217,DNS,5164,23.95
2024-07-09 16:29:47.620400,140.206.14.168,89.141.126.117,SSH,19007,34.82
2024-07-10 05:50:19.620400,210.17.193.157,119.87.255.236,UDP,31962,1765.91
2024-07-09 13:55:21.620400,100.57.192.113,25.235.92.14,UDP,23714,254.97
2024-07-09 20:47:33.620400,31.52.124.28,138.193.4.195,TCP,31494,91.43
2024-07-10 08:19:36.620400,34.95.9.41,40.166.173.142,DNS,5616,2136.28
2024-07-10 03:03:44.620400,102.9.46.12,18.253.99.251,DNS,16904,275.48
2024-07-09 10:00:21.620400,50.176.15.108,142.217.238.238,UDP,29183,469.78
2024-07-09 10:25:03.620400,139.38.227.21,11.237.6.137,UDP,21775,1292.07
2024-07-09 15:57:11.620400,144.223.56.6,6.224.59.211,UDP,36534,233.76
2024-07-09 19:22:44.620400,194.192.180.182,209.193.79.3,HTTPS,18583,20.99
2024-07-09 23:19:04.620400,113.90.85.227,167.212.205.112,UDP,4977,465.26
2024-07-09 08:49:45.620400,180.178.198.20,137.71.211.94,SMTP,4912,545.04
2024-07-09 18:49:19.620400,169.110.231.68,28.6.188.225,SMTP,13402,0.0
2024-07-10 06:18:37.620400,37.210.114.224,17.224.127.38,FTP,17854,3756.81
2024-07-09 13:56:25.620400,116.198.94.66,2.105.156.178,UDP,40805,607.11
2024-07-09 10:37:49.620400,82.78.179.43,61.4.46.123,HTTP,16375,1084.72
2024-07-10 06:07:21.620400,174.36.97.12,40.64.203.243,UDP,54415,1078.61
2024-07-10 07:20:13.620400,160.233.202.97,147.140.73.254,TCP,62615,416.68
2024-07-10 03:20:59.620400,52.239.182.19,15.15.135.217,TCP,25119,2531.95
2024-07-10 08:15:12.620400,9.99.248.117,163.230.152.69,SMTP,56196,398.31
2024-07-09 16:39:49.620400,54.62.219.90,26.60.29.46,SSH,20965,5.03
2024-07-09 12:42:41.620400,142.55.157.27,101.193.187.49,HTTPS,37618,1801.65
2024-07-10 02:31:03.620400,191.74.238.91,167.137.240.253,FTP,45751,2992.15
2024-07-09 17:15:00.620400,180.3.84.83,42.117.158.68,SMTP,45467,46.75
2024-07-09 14:45:39.620400,128.37.129.0,75.119.226.116,FTP,22741,1008.2
2024-07-10 08:08:35.620400,175.240.250.89,86.155.69.199,UDP,6449,644.88
2024-07-09 13:46:15.620400,132.26.106.71,202.180.114.224,HTTPS,33307,153.76
2024-07-10 08:30:15.620400,131.202.58.210,25.222.245.233,DNS,55890,1517.76
2024-07-09 21:34:21.620400,137.77.249.52,183.204.42.107,UDP,1928,185.25
2024-07-09 11:48:41.620400,142.123.119.108,117.161.222.189,DNS,4663,1111.16
2024-07-10 07:49:33.620400,85.18.229.84,33.48.92.163,TCP,59996,2604.71
2024-07-09 14:03:13.620400,167.140.16.17,172.137.220.34,SSH,30902,60.06
2024-07-09 09:05:34.620400,55.91.217.45,187.28.197.203,HTTPS,17675,3535.18
2024-07-09 16:56:34.620400,135.15.183.11,18.53.161.103,DNS,3137,97.57
2024-07-09 12:07:24.620400,10.223.141.138,59.51.84.20,DNS,36580,573.67
2024-07-09 22:00:25.620400,79.43.214.128,218.73.144.223,SMTP,60644,125.58
2024-07-10 05:49:31.620400,192.54.231.49,189.194.204.224,HTTP,42831,3255.18
2024-07-09 13:30:35.620400,93.206.19.48,49.189.147.222,FTP,13341,941.28
2024-07-09 09:48:24.620400,67.107.170.121,173.26.48.154,FTP,7046,3146.02
2024-07-10 04:46:29.620400,126.73.67.150,156.46.254.118,TCP,35537,2122.24
2024-07-09 15:13:36.620400,14.130.13.30,105.0.78.126,SMTP,32280,253.41
2024-07-09 18:19:52.620400,17.57.207.62,201.19.32.124,FTP,25186,0.0
2024-07-09 11:21:56.620400,72.81.131.210,188.108.187.34,SSH,25960,1399.46
2024-07-10 07:07:38.620400,180.126.115.57,92.206.175.133,UDP,13500,204.28
2024-07-10 04:00:29.620400,86.84.28.201,143.128.239.12,SMTP,1714,301.25
2024-07-10 03:42:19.620400,208.94.189.219,184.240.129.7,HTTP,37436,767.45
2024-07-10 04:56:14.620400,32.42.169.146,158.191.220.181,SSH,22120,2034.39
2024-07-09 18:25:14.620400,9.144.195.100,132.242.39.180,SSH,55835,0.0
2024-07-09 15:17:37.620400,123.67.36.152,88.122.121.136,TCP,10653,31.97
2024-07-10 08:17:27.620400,170.2.81.81,33.95.200.151,HTTP,6855,557.75
2024-07-10 00:15:39.620400,205.225.53.107,69.112.53.94,FTP,22344,2114.44
2024-07-09 16:01:50.620400,13.38.133.35,166.249.238.202,SMTP,13266,18.01
2024-07-09 20:01:36.620400,84.193.95.213,170.195.11.44,HTTPS,12235,17.37
2024-07-10 04:48:58.620400,166.124.211.22,46.150.75.22,FTP,40606,652.23
2024-07-09 18:21:10.620400,54.28.210.176,40.95.221.194,HTTPS,51602,0.0
